Date,Open,High,Low,Close,Current - Previous Close,Adj Close,Volume,Difference
2011-08-26,16.91651,17.381405,16.612904,17.27704,0.2371920000000003,11.697587,48578438,-0.3605300000000007
2011-08-29,17.798861,17.979128,17.656546,17.912712,0.6356719999999996,12.127973,49397186,-0.11385100000000037
2011-08-30,17.827324,18.017078,17.590134,17.912712,0.0,12.127973,46515760,-0.08538799999999824
2011-08-31,18.007589,18.149904,17.80835,18.007589,0.09487700000000032,12.192215,46743951,0.0
2011-09-01,17.941175,18.16888,17.893738,17.941175,-0.0664139999999982,12.147247,41855921,0.0
2011-09-02,17.666035,17.969639,17.485769,17.514231,-0.42694400000000243,11.858183,36949129,0.15180400000000205
2011-09-06,17.296015,17.760912,17.172676,17.694496,0.18026500000000212,11.980229,51370274,-0.3984810000000003
2011-09-07,18.017078,18.055029,17.8463,18.036053,0.3415569999999981,12.21148,50899030,-0.01897499999999752
2011-09-08,17.912712,18.149904,17.779886,17.855787,-0.1802659999999996,12.089436,39405793,0.05692499999999967
2011-09-09,17.628082,17.666035,17.201139,17.343454,-0.5123329999999982,11.742553,59936764,0.2846279999999979
2011-09-12,16.954458,17.343454,16.944971,17.314991,-0.028463000000002125,11.723282,55402351,-0.3605330000000002
2011-09-13,17.343454,17.457306,17.19165,17.390892,0.07590100000000177,11.774673,33751610,-0.04743799999999965
2011-09-14,17.239088,17.656546,17.087288,17.466793,0.07590099999999822,11.826063,50831153,-0.22770500000000027
2011-09-15,17.542694,17.571157,17.314991,17.542694,0.07590100000000177,11.877447,46744162,0.0
2011-09-16,17.647058,17.685009,17.220114,17.220114,-0.3225800000000021,11.659041,80837057,0.42694400000000243
2011-09-19,17.020872,17.201139,16.907021,17.134726,-0.08538799999999824,11.601229,49123567,-0.1138539999999999
2011-09-20,17.229603,17.428843,17.049335,17.305504,0.17077799999999854,11.716857,54898117,-0.07590099999999822
2011-09-21,17.163189,17.324478,16.897533,16.925997,-0.37950700000000026,11.459906,56566599,0.2371920000000003
2011-09-22,16.669828,16.802656,16.413662,16.593927,-0.3320699999999981,11.235077,65817346,0.07590099999999822
2011-09-23,16.518026,16.793169,16.461102,16.555977,-0.03795000000000215,11.209385,52643189,-0.037950999999999624
2011-09-26,16.508539,16.878557,16.423149,16.859583,0.30360600000000204,11.414944,40941998,-0.3510440000000017
2011-09-27,17.087288,17.163189,16.755219,16.840607,-0.018976000000002102,11.402095,46890984,0.24668100000000237
2011-09-28,16.850096,17.039848,16.641365,16.660341,-0.1802659999999996,11.280044,34680921,0.18975500000000167
2011-09-29,16.878557,17.182163,16.774195,17.058825,0.39848399999999984,11.549843,59446443,-0.1802679999999981
2011-09-30,16.850096,17.125237,16.755219,16.774195,-0.28462999999999994,11.357129,47745989,0.07590100000000177
2011-10-03,16.783682,16.963947,16.413662,16.442125,-0.3320699999999981,11.132297,71437696,0.3415569999999981
2011-10-04,16.328274,16.688805,16.176472,16.688805,0.2466799999999978,11.299316,62512213,-0.36053099999999816
2011-10-05,16.641365,17.096773,16.49905,17.058825,0.37002000000000024,11.549843,78504660,-0.4174599999999984
2011-10-06,17.087288,17.314991,16.973434,17.296015,0.2371900000000018,11.710432,53418512,-0.20872699999999966
2011-10-07,17.419355,17.760912,17.352942,17.495256,0.19924100000000067,11.845333,51991396,-0.07590100000000177
2011-10-10,17.770397,17.950665,17.760912,17.950665,0.4554089999999995,12.15367,33288587,-0.18026800000000165
2011-10-11,17.836811,17.931688,17.675522,17.884251,-0.06641400000000175,12.108704,37339953,-0.04743999999999815
2011-10-12,17.922201,18.102467,17.836811,17.855787,-0.0284639999999996,12.089436,40613150,0.06641400000000175
2011-10-13,17.760912,17.893738,17.628082,17.798861,-0.0569260000000007,12.050889,32216459,-0.03794899999999757
2011-10-14,18.026566,18.08349,17.884251,18.064516,0.2656550000000024,12.230753,33340866,-0.03795000000000215
2011-10-17,17.969639,18.16888,17.685009,17.732449,-0.3320670000000021,12.005921,32103259,0.2371900000000018
2011-10-18,17.656546,18.149904,17.599621,17.998102,0.26565300000000036,12.185786,37947584,-0.34155600000000064
2011-10-19,17.998102,18.074003,17.751423,17.8463,-0.151802,12.083008,32436955,0.151802
2011-10-20,17.817837,17.979128,17.571157,17.770397,-0.07590300000000028,12.031617,44288448,0.0474400000000017
2011-10-21,17.931688,18.216318,17.931688,18.08349,0.31309300000000206,12.243602,49238980,-0.151802
2011-10-24,17.988615,18.406073,17.969639,18.36812,0.28462999999999994,12.436314,37826584,-0.37950500000000176
2011-10-25,18.244781,18.339659,17.855787,17.903227,-0.464893,12.121554,45835930,0.3415539999999986
2011-10-26,18.064516,18.330172,17.922201,18.292219,0.38899199999999823,12.384918,38707412,-0.2277029999999982
2011-10-27,18.624289,18.927895,18.519924,18.823528,0.5313090000000003,12.744653,54234308,-0.1992389999999986
2011-10-28,18.851992,18.899431,18.576851,18.804554,-0.018974000000000046,12.731805,38388577,0.04743799999999965
2011-10-31,18.576851,18.73814,18.273245,18.273245,-0.5313090000000003,12.372077,42690267,0.30360600000000204
2011-11-01,18.16888,18.73814,17.998102,18.339659,0.06641400000000175,12.417043,78703023,-0.17077899999999957
2011-11-02,18.614801,18.681213,18.406073,18.529411,0.1897519999999986,12.545513,40007205,0.0853900000000003
2011-11-03,18.681213,18.918406,18.576851,18.861481,0.33207000000000164,12.770348,71927173,-0.18026800000000165
2011-11-04,18.73814,18.851992,18.529411,18.652752,-0.20872900000000172,12.629024,53618350,0.0853880000000018
2011-11-07,18.586338,19.089184,18.548388,19.041746,0.3889940000000003,12.892397,152124031,-0.4554079999999985
2011-11-08,18.975332,19.07021,18.757116,19.051233,0.009487000000000023,13.028654,42270459,-0.07590099999999822
2011-11-09,18.576851,18.747627,18.282732,18.349146,-0.7020869999999988,12.548515,48256231,0.22770500000000027
2011-11-10,18.472486,18.956356,18.472486,18.776091,0.4269449999999999,12.840496,46477395,-0.303605000000001
2011-11-11,18.908918,19.117647,18.889942,18.965843,0.1897519999999986,12.970257,39780911,-0.05692499999999967
2011-11-14,18.614801,18.889942,18.576851,18.776091,-0.1897519999999986,12.840496,53173878,-0.16129000000000104
2011-11-15,18.766603,18.975332,18.709677,18.851992,0.07590099999999822,12.892397,33528583,-0.08538899999999927
2011-11-16,18.643265,18.918406,18.529411,18.567362,-0.28462999999999994,12.69775,37305065,0.07590300000000028
2011-11-17,18.567362,18.662239,18.273245,18.472486,-0.0948759999999993,12.632866,44102838,0.0948759999999993
2011-11-18,18.50095,18.624289,18.41556,18.529411,0.05692499999999967,12.67179,40872750,-0.02846100000000007
2011-11-21,18.216318,18.387096,17.960152,17.988615,-0.5407960000000003,12.301958,57132702,0.22770300000000177
2011-11-22,17.969639,18.13093,17.8463,17.931688,-0.056926999999998174,12.263025,51931107,0.037950999999999624
2011-11-23,17.817837,17.827324,17.504744,17.504744,-0.42694400000000243,11.971048,39022242,0.31309300000000206
2011-11-25,17.43833,17.685009,17.220114,17.504744,0.0,11.971048,22128414,-0.0664139999999982
2011-11-28,17.8463,18.121443,17.80835,18.111954,0.607210000000002,12.386305,43349123,-0.2656540000000014
2011-11-29,18.092979,18.481974,18.08349,18.406073,0.29411899999999847,12.587442,41844011,-0.31309399999999954
2011-11-30,18.557875,19.041746,18.519924,19.041746,0.6356730000000006,13.022164,76779895,-0.4838710000000006
2011-12-01,19.003796,19.174574,18.870968,19.003796,-0.037949999999998596,12.996211,45119527,0.0
2011-12-02,19.098673,19.155598,18.851992,18.870968,-0.13282799999999995,12.905375,44988093,0.22770500000000027
2011-12-05,19.089184,19.146111,18.719166,18.823528,-0.0474400000000017,12.872933,50895236,0.2656559999999999
2011-12-06,19.06072,19.373814,18.927895,19.193548,0.37002000000000024,13.125978,55653835,-0.13282799999999995
2011-12-07,19.089184,19.573055,19.07021,19.421251,0.22770300000000177,13.281698,50414823,-0.3320670000000021
2011-12-08,19.278936,19.487665,19.089184,19.155598,-0.26565300000000036,13.100027,37986265,0.12333800000000039
2011-12-09,19.259962,19.611006,19.203035,19.506641,0.3510429999999971,13.340096,45843098,-0.24667899999999676
2011-12-12,19.335863,19.497154,19.193548,19.34535,-0.16129099999999852,13.229792,42414119,-0.009487000000000023
2011-12-13,19.516129,19.886148,19.459204,19.696396,0.3510460000000002,13.469863,72990449,-0.18026700000000062
2011-12-14,19.59203,19.952562,19.544592,19.791271,0.09487499999999827,13.534751,59911679,-0.19924099999999711
2011-12-15,19.876659,20.161289,19.838711,20.056927,0.26565600000000344,13.716426,59754000,-0.18026800000000165
2011-12-16,20.237192,20.275143,19.952562,19.952562,-0.10436500000000137,13.645047,72646212,0.28462999999999994
2011-12-19,20.047438,20.303604,19.962049,20.056927,0.10436500000000137,13.716426,44838741,-0.009489000000002079
2011-12-20,20.218216,20.436434,20.047438,20.360531,0.303604,13.924053,63744866,-0.14231499999999997
2011-12-21,20.436434,20.616697,20.294119,20.56926,0.20872899999999817,14.066792,47315536,-0.13282600000000144
2011-12-22,20.540796,20.635674,20.455408,20.521822,-0.04743799999999965,14.03435,39297652,0.018974000000000046
2011-12-23,20.645161,20.711575,20.483871,20.711575,0.18975299999999962,14.16412,30881357,-0.0664139999999982
2011-12-27,20.635674,20.777988,20.60721,20.65465,-0.05692499999999967,14.125189,20215825,-0.01897599999999855
2011-12-28,20.645161,20.683111,20.351044,20.426945,-0.22770500000000027,13.969465,27433196,0.21821600000000174
2011-12-29,20.426945,20.645161,20.426945,20.597723,0.17077799999999854,14.086261,20738926,-0.17077799999999854
2011-12-30,20.388994,20.730551,20.379507,20.531309,-0.0664139999999982,14.040836,26018728,-0.14231499999999997
2012-01-03,20.740038,20.872866,20.721064,20.844402,0.3130929999999985,14.254952,53124340,-0.10436400000000035
2012-01-04,20.796965,20.825426,20.635674,20.65465,-0.1897519999999986,14.125189,31912485,0.14231499999999997
2012-01-05,20.60721,20.60721,20.294119,20.493359,-0.16129099999999852,14.01489,52764821,0.11385099999999682
2012-01-06,20.60721,20.664137,20.455408,20.464895,-0.028464000000003153,13.995421,31613571,0.14231499999999997
2012-01-09,20.455408,20.721064,20.40797,20.702087,0.2371920000000003,14.157633,41786041,-0.24667900000000031
2012-01-10,20.815939,20.872866,20.683111,20.815939,0.1138520000000014,14.235489,29227420,0.0
2012-01-11,20.768501,20.844402,20.645161,20.777988,-0.037950999999999624,14.209537,30317467,-0.009487000000000023
2012-01-12,20.825426,20.872866,20.759012,20.863379,0.08539099999999777,14.267933,28835648,-0.03795299999999813
2012-01-13,20.815939,20.825426,20.588236,20.721064,-0.14231499999999997,14.170607,30636829,0.09487500000000182
2012-01-17,20.863379,21.034157,20.768501,20.815939,0.09487500000000182,14.235489,37463376,0.04743999999999815
2012-01-18,20.825426,20.872866,20.645161,20.844402,0.028462999999998573,14.254952,36335385,-0.01897599999999855
2012-01-19,20.777988,20.787476,20.483871,20.721064,-0.12333800000000039,14.170607,36785549,0.056924000000002195
2012-01-20,20.768501,20.920303,20.616697,20.777988,0.056924000000002195,14.209537,41954892,-0.009487000000000023
2012-01-23,20.815939,20.863379,20.521822,20.597723,-0.18026500000000212,14.086261,35547415,0.21821600000000174
2012-01-24,20.502846,20.559772,20.417458,20.550285,-0.04743799999999965,14.053813,26784880,-0.04743899999999712
2012-01-25,20.40797,20.635674,20.37002,20.60721,0.05692499999999967,14.092748,36653272,-0.19923999999999964
2012-01-26,20.65465,20.683111,20.388994,20.521822,-0.08538799999999824,14.03435,142995864,0.13282799999999995
2012-01-27,20.493359,20.493359,20.351044,20.379507,-0.14231499999999997,13.937027,140047931,0.1138520000000014
2012-01-30,20.294119,20.474382,20.189753,20.474382,0.09487499999999827,14.001906,76210419,-0.18026300000000006
2012-01-31,20.616697,20.673624,20.132828,20.303604,-0.17077799999999854,13.885116,58525247,0.3130929999999985
2012-02-01,20.161289,20.426945,20.113852,20.218216,-0.08538799999999824,13.970342,47106844,-0.056927000000001726
2012-02-02,20.142315,20.218216,19.734344,20.028463,-0.18975300000000317,13.839228,60616067,0.1138520000000014
2012-02-03,20.104364,20.161289,19.971537,20.113852,0.08538900000000282,13.898228,43372311,-0.009488000000001051
2012-02-06,20.047438,20.094877,19.800758,19.876659,-0.23719300000000132,13.734337,33828235,0.17077899999999957
2012-02-07,19.800758,20.018974,19.734344,19.971537,0.09487800000000135,13.799896,39394199,-0.17077900000000312
2012-02-08,19.924099,20.0,19.781784,19.933586,-0.03795100000000318,13.773672,36091173,-0.009487000000000023
2012-02-09,19.971537,20.161289,19.924099,20.056927,0.12334100000000348,13.858898,30503287,-0.0853900000000003
2012-02-10,19.924099,19.981026,19.829222,19.971537,-0.0853900000000003,13.799896,28363245,-0.0474380000000032
2012-02-13,20.132828,20.332067,20.047438,20.208729,0.2371920000000003,13.963788,31138217,-0.07590100000000177
2012-02-14,20.208729,20.32258,20.085388,20.237192,0.028462999999998573,13.983457,26627097,-0.028462999999998573
2012-02-15,20.227703,20.265656,19.971537,20.028463,-0.20872900000000172,13.839228,31215580,0.1992400000000032
2012-02-16,20.085388,20.28463,19.981026,20.237192,0.20872900000000172,13.983457,25492360,-0.15180400000000205
2012-02-17,20.379507,20.379507,20.028463,20.104364,-0.13282799999999995,13.891676,36507609,0.2751429999999999
2012-02-21,20.170778,20.227703,20.037951,20.132828,0.0284639999999996,13.911345,24555881,0.037949999999998596
2012-02-22,20.075901,20.332067,20.018974,20.265656,0.13282799999999995,14.003123,30213332,-0.18975499999999812
2012-02-23,20.180265,20.28463,19.943073,19.952562,-0.31309399999999954,13.786781,41009664,0.2277029999999982
2012-02-24,20.056927,20.246679,19.971537,20.094877,0.14231499999999997,13.88512,34679867,-0.037949999999998596
2012-02-27,19.696396,20.275143,19.686907,20.170778,0.07590099999999822,13.937563,37747640,-0.4743819999999985
2012-02-28,20.037951,20.189753,19.952562,20.132828,-0.037949999999998596,13.911345,30038051,-0.09487700000000032
2012-02-29,20.094877,20.256166,19.981026,20.047438,-0.0853900000000003,13.852336,38202652,0.047439000000000675
2012-03-01,19.990513,20.540796,19.971537,20.388994,0.34155600000000064,14.088351,50123497,-0.3984810000000003
2012-03-02,20.313093,20.398481,20.227703,20.313093,-0.07590100000000177,14.035903,26050453,0.0
2012-03-05,20.265656,20.474382,20.265656,20.398481,0.0853880000000018,14.094903,28109969,-0.13282500000000041
2012-03-06,20.313093,20.445921,20.104364,20.180265,-0.21821600000000174,13.944119,38474057,0.13282799999999995
2012-03-07,20.256166,20.483871,20.161289,20.275143,0.09487800000000135,14.009678,34605560,-0.018976999999999578
2012-03-08,20.40797,20.464895,20.32258,20.360531,0.0853880000000018,14.068685,38896500,0.04743899999999712
2012-03-09,20.360531,20.626186,20.341557,20.379507,0.01897599999999855,14.081791,41506625,-0.01897599999999855
2012-03-12,20.37002,20.531309,20.32258,20.436434,0.056926999999998174,14.121129,37946213,-0.0664139999999982
2012-03-13,20.531309,20.910816,20.512335,20.882353,0.44591899999999995,14.429246,47106106,-0.35104399999999814
2012-03-14,20.853889,20.967743,20.768501,20.806452,-0.07590099999999822,14.3768,38693816,0.04743699999999862
2012-03-15,20.825426,20.872866,20.6926,20.787476,-0.01897599999999855,14.36369,32575767,0.037949999999998596
2012-03-16,20.815939,20.967743,20.759012,20.815939,0.028462999999998573,14.383357,69272253,0.0
2012-03-19,20.730551,20.834915,20.702087,20.759012,-0.056927000000001726,14.344023,23501881,-0.02846100000000007
2012-03-20,20.645161,20.872866,20.645161,20.683111,-0.07590099999999822,14.291575,25468329,-0.037949999999998596
2012-03-21,20.711575,20.853889,20.645161,20.65465,-0.02846100000000007,14.271912,28106175,0.05692499999999967
2012-03-22,20.616697,20.740038,20.588236,20.616697,-0.03795300000000168,14.245687,22238873,0.0
2012-03-23,20.664137,20.844402,20.597723,20.702087,0.0853900000000003,14.304688,24517410,-0.037949999999998596
2012-03-26,20.825426,21.119545,20.825426,21.024668,0.32258099999999956,14.527582,35138147,-0.19924199999999814
2012-03-27,21.148008,21.63188,21.119545,21.347248,0.3225800000000021,14.750478,64566248,-0.19923999999999964
2012-03-28,21.404175,21.432638,21.072105,21.26186,-0.0853880000000018,14.691478,34751539,0.14231499999999997
2012-03-29,21.119545,21.29981,21.043644,21.271347,0.009487000000000023,14.698032,35155432,-0.151802
2012-03-30,21.29981,21.593927,21.271347,21.489565,0.21821800000000025,14.848821,35830835,-0.18975499999999812
2012-04-02,21.385199,21.565466,21.337761,21.432638,-0.056926999999998174,14.809487,36631665,-0.047439000000000675
2012-04-03,21.394688,21.49905,21.204933,21.385199,-0.047439000000000675,14.776706,39670241,0.009488999999998526
2012-04-04,21.271347,21.29981,21.110058,21.242884,-0.14231499999999997,14.678369,32006291,0.028462999999998573
2012-04-05,21.129032,21.21442,21.081594,21.195446,-0.04743799999999965,14.64559,23249448,-0.06641400000000175
2012-04-09,20.93928,21.091082,20.882353,20.920303,-0.2751429999999999,14.455469,23731442,0.018976999999999578
2012-04-10,20.901327,21.404175,20.825426,20.863379,-0.056924000000002195,14.41614,50714580,0.03794800000000009
2012-04-11,20.93928,21.024668,20.796965,20.825426,-0.03795299999999813,14.389912,39614379,0.1138539999999999
2012-04-12,20.920303,20.920303,20.740038,20.796965,-0.02846100000000007,14.370248,42644840,0.12333800000000039
2012-04-13,20.702087,20.872866,20.6926,20.730551,-0.06641400000000175,14.324351,38924220,-0.0284639999999996
2012-04-16,20.721064,20.92979,20.65465,20.853889,0.12333800000000039,14.409575,40057481,-0.13282500000000041
2012-04-17,20.901327,21.204933,20.844402,21.166983,0.31309399999999954,14.62592,30670978,-0.2656559999999999
2012-04-18,21.081594,21.442125,21.024668,21.29981,0.13282700000000247,14.717705,33252224,-0.21821600000000174
2012-04-19,21.375711,21.423149,21.062618,21.195446,-0.10436400000000035,14.64559,33149459,0.18026499999999857
2012-04-20,21.166983,21.565466,21.138519,21.404175,0.20872899999999817,14.789813,39868182,-0.2371920000000003
2012-04-23,21.223909,21.375711,21.176472,21.233397,-0.17077799999999854,14.671808,25905107,-0.009488000000001051
2012-04-24,21.242884,21.63188,21.204933,21.470589,0.2371920000000003,14.835706,37466116,-0.22770500000000027
2012-04-25,21.603416,21.802656,21.574953,21.707781,0.2371920000000003,14.999599,32351160,-0.10436500000000137
2012-04-26,21.698292,21.925997,21.650854,21.878557,0.17077600000000004,15.117601,116828100,-0.18026500000000212
2012-04-27,21.954458,22.106262,21.802656,21.897533,0.01897599999999855,15.130718,94141699,0.05692499999999967
2012-04-30,21.840607,21.91651,21.63188,21.726755,-0.17077799999999854,15.01271,78951767,0.11385199999999784
2012-05-01,21.470589,21.812143,21.394688,21.612904,-0.11385100000000037,14.934043,45485686,-0.14231499999999997
2012-05-02,21.527514,21.802656,21.423149,21.49905,-0.1138539999999999,14.855371,34983209,0.0284639999999996
2012-05-03,21.508539,21.537003,21.356735,21.442125,-0.05692499999999967,14.816041,26455716,0.0664139999999982
2012-05-04,21.366224,21.432638,21.138519,21.233397,-0.2087280000000007,14.671808,37495418,0.13282699999999892
2012-05-07,21.100569,21.413662,21.100569,21.29981,0.06641300000000072,14.717705,36663390,-0.19924100000000067
2012-05-08,21.21442,21.366224,21.129032,21.271347,-0.028463000000002125,14.698032,32590629,-0.056926999999998174
2012-05-09,20.93928,21.622391,20.825426,21.29981,0.028463000000002125,14.863557,78414649,-0.3605300000000007
2012-05-10,21.537003,21.812143,21.461102,21.660341,0.36053099999999816,15.115139,56212560,-0.12333800000000039
2012-05-11,21.574953,21.793169,21.470589,21.489565,-0.17077600000000004,14.995972,35545623,0.0853880000000018
2012-05-14,21.309298,21.603416,21.271347,21.432638,-0.056926999999998174,14.956248,32691707,-0.12334000000000245
2012-05-15,21.404175,21.442125,21.110058,21.157495,-0.2751429999999999,14.764236,39914453,0.2466799999999978
2012-05-16,21.176472,21.518026,21.157495,21.480076,0.32258099999999956,14.989346,41604226,-0.303604
2012-05-17,21.461102,21.63188,21.375711,21.404175,-0.07590100000000177,14.936379,40474865,0.056927000000001726
2012-05-18,21.451612,21.480076,21.195446,21.413662,0.009487000000000023,14.943,44075434,0.03795000000000215
2012-05-21,21.394688,21.470589,21.318787,21.385199,-0.028462999999998573,14.923142,38857607,0.009488999999998526
2012-05-22,21.328274,21.518026,21.081594,21.223909,-0.16129000000000104,14.810592,37214527,0.10436500000000137
2012-05-23,21.233397,21.271347,20.787476,20.958254,-0.26565499999999886,14.625208,54873348,0.2751429999999999
2012-05-24,21.015181,21.034157,20.796965,21.005693,0.047439000000000675,14.658309,27578121,0.009487999999997498
2012-05-25,21.015181,21.185959,20.834915,20.996204,-0.009489000000002079,14.651692,20463621,0.018976999999999578
2012-05-29,21.043644,21.271347,20.996204,21.043644,0.0474400000000017,14.684793,32403333,0.0
2012-05-30,20.93928,21.081594,20.882353,20.910816,-0.13282799999999995,14.592103,22703898,0.0284639999999996
2012-05-31,20.958254,21.081594,20.730551,20.749525,-0.16129100000000207,14.479546,57866813,0.20872900000000172
2012-06-01,20.645161,20.683111,20.341557,20.531309,-0.2182159999999982,14.327269,45910764,0.1138520000000014
2012-06-04,20.436434,20.559772,20.351044,20.502846,-0.028462999999998573,14.30741,29011877,-0.06641200000000325
2012-06-05,20.502846,20.531309,20.303604,20.493359,-0.009487000000000023,14.300794,32490393,0.009487000000000023
2012-06-06,20.60721,20.806452,20.445921,20.787476,0.29411699999999996,14.506034,36665393,-0.18026600000000315
2012-06-07,20.834915,21.015181,20.777988,20.815939,0.028462999999998573,14.525895,29304151,0.01897599999999855
2012-06-08,20.825426,21.043644,20.683111,21.005693,0.18975400000000064,14.658309,22237714,-0.18026700000000062
2012-06-11,21.110058,21.233397,20.958254,20.967743,-0.03795000000000215,14.631826,23909041,0.14231499999999997
2012-06-12,21.024668,21.072105,20.806452,21.053131,0.0853880000000018,14.691413,25961917,-0.028463000000002125
2012-06-13,21.034157,21.328274,20.958254,21.053131,0.0,14.691413,25022592,-0.018974000000000046
2012-06-14,21.015181,21.574953,21.015181,21.404175,0.35104399999999814,14.936379,32476059,-0.3889940000000003
2012-06-15,21.650854,21.688805,21.394688,21.451612,0.04743700000000217,14.969482,41413030,0.19924199999999814
2012-06-18,21.413662,21.555977,21.375711,21.461102,0.009489999999999554,14.97611,24333909,-0.0474400000000017
2012-06-19,21.555977,21.650854,21.480076,21.54649,0.08538799999999824,15.03569,23620140,0.009487000000000023
2012-06-20,21.593927,21.622391,21.375711,21.508539,-0.037950999999999624,15.009209,23002496,0.0853880000000018
2012-06-21,21.593927,21.764706,21.413662,21.442125,-0.0664139999999982,14.962868,26788359,0.151802
2012-06-22,21.49905,21.679317,21.451612,21.565466,0.12334099999999992,15.048934,27101713,-0.06641600000000025
2012-06-25,20.920303,21.404175,20.920303,21.318787,-0.24667900000000031,14.876791,28721289,-0.39848399999999984
2012-06-26,21.375711,21.451612,21.26186,21.290323,-0.0284639999999996,14.856933,24938589,0.08538799999999824
2012-06-27,21.290323,21.54649,21.290323,21.451612,0.16128900000000002,14.969482,21930683,-0.16128900000000002
2012-06-28,21.470589,21.537003,21.119545,21.375711,-0.07590100000000177,14.916518,24259496,0.09487800000000135
2012-06-29,21.660341,21.821632,21.54649,21.821632,0.445921000000002,15.227693,34342693,-0.16129100000000207
2012-07-02,21.679317,21.907021,21.679317,21.821632,0.0,15.227693,24433617,-0.14231499999999997
2012-07-03,21.764706,21.821632,21.593927,21.698292,-0.12334000000000245,15.141626,16463691,0.06641400000000175
2012-07-05,21.641365,21.717268,21.413662,21.508539,-0.18975299999999962,15.009209,25885186,0.13282600000000144
2012-07-06,21.413662,21.442125,21.223909,21.385199,-0.1233399999999989,14.923142,20008925,0.028462999999998573
2012-07-09,21.394688,21.518026,21.29981,21.489565,0.10436599999999885,14.995972,23817660,-0.09487700000000032
2012-07-10,21.555977,21.603416,21.242884,21.290323,-0.19924199999999814,14.856933,26049505,0.26565399999999784
2012-07-11,21.242884,21.252373,20.872866,21.195446,-0.09487700000000032,14.790727,27403473,0.04743799999999965
2012-07-12,21.166983,21.612904,21.015181,21.508539,0.3130929999999985,15.009209,45564842,-0.34155600000000064
2012-07-13,21.54649,21.726755,21.537003,21.641365,0.13282600000000144,15.101904,29677267,-0.09487500000000182
2012-07-16,21.555977,21.992411,21.54649,21.944971,0.3036059999999985,15.313763,30868814,-0.3889940000000003
2012-07-17,21.963947,22.514231,21.91651,22.409866,0.46489500000000206,15.638178,43323827,-0.44591899999999995
2012-07-18,22.324478,22.552181,22.27704,22.457306,0.04743999999999815,15.671287,36780279,-0.13282799999999995
2012-07-19,22.390892,22.609108,22.258064,22.580645,0.12333900000000142,15.757354,113013569,-0.18975299999999962
