Date,Open,High,Low,Close,Adj Close,Volume
2011-11-22,17.969639,18.130930,17.846300,17.931688,12.263025,51931107
2011-11-23,17.817837,17.827324,17.504744,17.504744,11.971048,39022242
2011-11-25,17.438330,17.685009,17.220114,17.504744,11.971048,22128414
2011-11-28,17.846300,18.121443,17.808350,18.111954,12.386305,43349123
2011-11-29,18.092979,18.481974,18.083490,18.406073,12.587442,41844011
2011-11-30,18.557875,19.041746,18.519924,19.041746,13.022164,76779895
2011-12-01,19.003796,19.174574,18.870968,19.003796,12.996211,45119527
2011-12-02,19.098673,19.155598,18.851992,18.870968,12.905375,44988093
2011-12-05,19.089184,19.146111,18.719166,18.823528,12.872933,50895236
2011-12-06,19.060720,19.373814,18.927895,19.193548,13.125978,55653835
2011-12-07,19.089184,19.573055,19.070210,19.421251,13.281698,50414823
2011-12-08,19.278936,19.487665,19.089184,19.155598,13.100027,37986265
2011-12-09,19.259962,19.611006,19.203035,19.506641,13.340096,45843098
2011-12-12,19.335863,19.497154,19.193548,19.345350,13.229792,42414119
2011-12-13,19.516129,19.886148,19.459204,19.696396,13.469863,72990449
2011-12-14,19.592030,19.952562,19.544592,19.791271,13.534751,59911679
2011-12-15,19.876659,20.161289,19.838711,20.056927,13.716426,59754000
2011-12-16,20.237192,20.275143,19.952562,19.952562,13.645047,72646212
2011-12-19,20.047438,20.303604,19.962049,20.056927,13.716426,44838741
2011-12-20,20.218216,20.436434,20.047438,20.360531,13.924053,63744866
2011-12-21,20.436434,20.616697,20.294119,20.569260,14.066792,47315536
2011-12-22,20.540796,20.635674,20.455408,20.521822,14.034350,39297652
2011-12-23,20.645161,20.711575,20.483871,20.711575,14.164120,30881357
2011-12-27,20.635674,20.777988,20.607210,20.654650,14.125189,20215825
2011-12-28,20.645161,20.683111,20.351044,20.426945,13.969465,27433196
2011-12-29,20.426945,20.645161,20.426945,20.597723,14.086261,20738926
2011-12-30,20.388994,20.730551,20.379507,20.531309,14.040836,26018728
2012-01-03,20.740038,20.872866,20.721064,20.844402,14.254952,53124340
2012-01-04,20.796965,20.825426,20.635674,20.654650,14.125189,31912485
2012-01-05,20.607210,20.607210,20.294119,20.493359,14.014890,52764821
2012-01-06,20.607210,20.664137,20.455408,20.464895,13.995421,31613571
2012-01-09,20.455408,20.721064,20.407970,20.702087,14.157633,41786041
2012-01-10,20.815939,20.872866,20.683111,20.815939,14.235489,29227420
2012-01-11,20.768501,20.844402,20.645161,20.777988,14.209537,30317467
2012-01-12,20.825426,20.872866,20.759012,20.863379,14.267933,28835648
2012-01-13,20.815939,20.825426,20.588236,20.721064,14.170607,30636829
2012-01-17,20.863379,21.034157,20.768501,20.815939,14.235489,37463376
2012-01-18,20.825426,20.872866,20.645161,20.844402,14.254952,36335385
2012-01-19,20.777988,20.787476,20.483871,20.721064,14.170607,36785549
2012-01-20,20.768501,20.920303,20.616697,20.777988,14.209537,41954892
2012-01-23,20.815939,20.863379,20.521822,20.597723,14.086261,35547415
2012-01-24,20.502846,20.559772,20.417458,20.550285,14.053813,26784880
2012-01-25,20.407970,20.635674,20.370020,20.607210,14.092748,36653272
2012-01-26,20.654650,20.683111,20.388994,20.521822,14.034350,142995864
2012-01-27,20.493359,20.493359,20.351044,20.379507,13.937027,140047931
2012-01-30,20.294119,20.474382,20.189753,20.474382,14.001906,76210419
2012-01-31,20.616697,20.673624,20.132828,20.303604,13.885116,58525247
2012-02-01,20.161289,20.426945,20.113852,20.218216,13.970342,47106844
2012-02-02,20.142315,20.218216,19.734344,20.028463,13.839228,60616067
2012-02-03,20.104364,20.161289,19.971537,20.113852,13.898228,43372311
2012-02-06,20.047438,20.094877,19.800758,19.876659,13.734337,33828235
2012-02-07,19.800758,20.018974,19.734344,19.971537,13.799896,39394199
2012-02-08,19.924099,20.000000,19.781784,19.933586,13.773672,36091173
2012-02-09,19.971537,20.161289,19.924099,20.056927,13.858898,30503287
2012-02-10,19.924099,19.981026,19.829222,19.971537,13.799896,28363245
2012-02-13,20.132828,20.332067,20.047438,20.208729,13.963788,31138217
2012-02-14,20.208729,20.322580,20.085388,20.237192,13.983457,26627097
2012-02-15,20.227703,20.265656,19.971537,20.028463,13.839228,31215580
2012-02-16,20.085388,20.284630,19.981026,20.237192,13.983457,25492360
2012-02-17,20.379507,20.379507,20.028463,20.104364,13.891676,36507609
2012-02-21,20.170778,20.227703,20.037951,20.132828,13.911345,24555881
2012-02-22,20.075901,20.332067,20.018974,20.265656,14.003123,30213332
2012-02-23,20.180265,20.284630,19.943073,19.952562,13.786781,41009664
2012-02-24,20.056927,20.246679,19.971537,20.094877,13.885120,34679867
2012-02-27,19.696396,20.275143,19.686907,20.170778,13.937563,37747640
2012-02-28,20.037951,20.189753,19.952562,20.132828,13.911345,30038051
2012-02-29,20.094877,20.256166,19.981026,20.047438,13.852336,38202652
2012-03-01,19.990513,20.540796,19.971537,20.388994,14.088351,50123497
2012-03-02,20.313093,20.398481,20.227703,20.313093,14.035903,26050453
2012-03-05,20.265656,20.474382,20.265656,20.398481,14.094903,28109969
2012-03-06,20.313093,20.445921,20.104364,20.180265,13.944119,38474057
2012-03-07,20.256166,20.483871,20.161289,20.275143,14.009678,34605560
2012-03-08,20.407970,20.464895,20.322580,20.360531,14.068685,38896500
2012-03-09,20.360531,20.626186,20.341557,20.379507,14.081791,41506625
2012-03-12,20.370020,20.531309,20.322580,20.436434,14.121129,37946213
2012-03-13,20.531309,20.910816,20.512335,20.882353,14.429246,47106106
2012-03-14,20.853889,20.967743,20.768501,20.806452,14.376800,38693816
2012-03-15,20.825426,20.872866,20.692600,20.787476,14.363690,32575767
2012-03-16,20.815939,20.967743,20.759012,20.815939,14.383357,69272253
2012-03-19,20.730551,20.834915,20.702087,20.759012,14.344023,23501881
2012-03-20,20.645161,20.872866,20.645161,20.683111,14.291575,25468329
2012-03-21,20.711575,20.853889,20.645161,20.654650,14.271912,28106175
2012-03-22,20.616697,20.740038,20.588236,20.616697,14.245687,22238873
2012-03-23,20.664137,20.844402,20.597723,20.702087,14.304688,24517410
2012-03-26,20.825426,21.119545,20.825426,21.024668,14.527582,35138147
2012-03-27,21.148008,21.631880,21.119545,21.347248,14.750478,64566248
2012-03-28,21.404175,21.432638,21.072105,21.261860,14.691478,34751539
2012-03-29,21.119545,21.299810,21.043644,21.271347,14.698032,35155432
2012-03-30,21.299810,21.593927,21.271347,21.489565,14.848821,35830835
2012-04-02,21.385199,21.565466,21.337761,21.432638,14.809487,36631665
2012-04-03,21.394688,21.499050,21.204933,21.385199,14.776706,39670241
2012-04-04,21.271347,21.299810,21.110058,21.242884,14.678369,32006291
2012-04-05,21.129032,21.214420,21.081594,21.195446,14.645590,23249448
2012-04-09,20.939280,21.091082,20.882353,20.920303,14.455469,23731442
2012-04-10,20.901327,21.404175,20.825426,20.863379,14.416140,50714580
2012-04-11,20.939280,21.024668,20.796965,20.825426,14.389912,39614379
2012-04-12,20.920303,20.920303,20.740038,20.796965,14.370248,42644840
2012-04-13,20.702087,20.872866,20.692600,20.730551,14.324351,38924220
2012-04-16,20.721064,20.929790,20.654650,20.853889,14.409575,40057481
2012-04-17,20.901327,21.204933,20.844402,21.166983,14.625920,30670978
2012-04-18,21.081594,21.442125,21.024668,21.299810,14.717705,33252224
2012-04-19,21.375711,21.423149,21.062618,21.195446,14.645590,33149459
2012-04-20,21.166983,21.565466,21.138519,21.404175,14.789813,39868182
2012-04-23,21.223909,21.375711,21.176472,21.233397,14.671808,25905107
2012-04-24,21.242884,21.631880,21.204933,21.470589,14.835706,37466116
2012-04-25,21.603416,21.802656,21.574953,21.707781,14.999599,32351160
2012-04-26,21.698292,21.925997,21.650854,21.878557,15.117601,116828100
2012-04-27,21.954458,22.106262,21.802656,21.897533,15.130718,94141699
2012-04-30,21.840607,21.916510,21.631880,21.726755,15.012710,78951767
2012-05-01,21.470589,21.812143,21.394688,21.612904,14.934043,45485686
2012-05-02,21.527514,21.802656,21.423149,21.499050,14.855371,34983209
2012-05-03,21.508539,21.537003,21.356735,21.442125,14.816041,26455716
2012-05-04,21.366224,21.432638,21.138519,21.233397,14.671808,37495418
2012-05-07,21.100569,21.413662,21.100569,21.299810,14.717705,36663390
2012-05-08,21.214420,21.366224,21.129032,21.271347,14.698032,32590629
2012-05-09,20.939280,21.622391,20.825426,21.299810,14.863557,78414649
2012-05-10,21.537003,21.812143,21.461102,21.660341,15.115139,56212560
2012-05-11,21.574953,21.793169,21.470589,21.489565,14.995972,35545623
2012-05-14,21.309298,21.603416,21.271347,21.432638,14.956248,32691707
2012-05-15,21.404175,21.442125,21.110058,21.157495,14.764236,39914453
2012-05-16,21.176472,21.518026,21.157495,21.480076,14.989346,41604226
2012-05-17,21.461102,21.631880,21.375711,21.404175,14.936379,40474865
2012-05-18,21.451612,21.480076,21.195446,21.413662,14.943000,44075434
2012-05-21,21.394688,21.470589,21.318787,21.385199,14.923142,38857607
2012-05-22,21.328274,21.518026,21.081594,21.223909,14.810592,37214527
2012-05-23,21.233397,21.271347,20.787476,20.958254,14.625208,54873348
2012-05-24,21.015181,21.034157,20.796965,21.005693,14.658309,27578121
2012-05-25,21.015181,21.185959,20.834915,20.996204,14.651692,20463621
2012-05-29,21.043644,21.271347,20.996204,21.043644,14.684793,32403333
2012-05-30,20.939280,21.081594,20.882353,20.910816,14.592103,22703898
2012-05-31,20.958254,21.081594,20.730551,20.749525,14.479546,57866813
2012-06-01,20.645161,20.683111,20.341557,20.531309,14.327269,45910764
2012-06-04,20.436434,20.559772,20.351044,20.502846,14.307410,29011877
2012-06-05,20.502846,20.531309,20.303604,20.493359,14.300794,32490393
2012-06-06,20.607210,20.806452,20.445921,20.787476,14.506034,36665393
2012-06-07,20.834915,21.015181,20.777988,20.815939,14.525895,29304151
2012-06-08,20.825426,21.043644,20.683111,21.005693,14.658309,22237714
2012-06-11,21.110058,21.233397,20.958254,20.967743,14.631826,23909041
2012-06-12,21.024668,21.072105,20.806452,21.053131,14.691413,25961917
2012-06-13,21.034157,21.328274,20.958254,21.053131,14.691413,25022592
2012-06-14,21.015181,21.574953,21.015181,21.404175,14.936379,32476059
2012-06-15,21.650854,21.688805,21.394688,21.451612,14.969482,41413030
2012-06-18,21.413662,21.555977,21.375711,21.461102,14.976110,24333909
2012-06-19,21.555977,21.650854,21.480076,21.546490,15.035690,23620140
2012-06-20,21.593927,21.622391,21.375711,21.508539,15.009209,23002496
2012-06-21,21.593927,21.764706,21.413662,21.442125,14.962868,26788359
2012-06-22,21.499050,21.679317,21.451612,21.565466,15.048934,27101713
2012-06-25,20.920303,21.404175,20.920303,21.318787,14.876791,28721289
2012-06-26,21.375711,21.451612,21.261860,21.290323,14.856933,24938589
2012-06-27,21.290323,21.546490,21.290323,21.451612,14.969482,21930683
2012-06-28,21.470589,21.537003,21.119545,21.375711,14.916518,24259496
2012-06-29,21.660341,21.821632,21.546490,21.821632,15.227693,34342693
2012-07-02,21.679317,21.907021,21.679317,21.821632,15.227693,24433617
2012-07-03,21.764706,21.821632,21.593927,21.698292,15.141626,16463691
2012-07-05,21.641365,21.717268,21.413662,21.508539,15.009209,25885186
2012-07-06,21.413662,21.442125,21.223909,21.385199,14.923142,20008925
2012-07-09,21.394688,21.518026,21.299810,21.489565,14.995972,23817660
2012-07-10,21.555977,21.603416,21.242884,21.290323,14.856933,26049505
2012-07-11,21.242884,21.252373,20.872866,21.195446,14.790727,27403473
2012-07-12,21.166983,21.612904,21.015181,21.508539,15.009209,45564842
2012-07-13,21.546490,21.726755,21.537003,21.641365,15.101904,29677267
2012-07-16,21.555977,21.992411,21.546490,21.944971,15.313763,30868814
2012-07-17,21.963947,22.514231,21.916510,22.409866,15.638178,43323827
2012-07-18,22.324478,22.552181,22.277040,22.457306,15.671287,36780279
2012-07-19,22.390892,22.609108,22.258064,22.580645,15.757354,113013569
2012-07-20,22.476280,22.647058,22.419355,22.485769,15.691144,118359668
2012-07-23,22.267551,22.457306,22.182163,22.390892,15.624941,110434009
2012-07-24,22.201139,22.324478,21.888046,22.182163,15.479288,38608652
2012-07-25,22.191650,22.305504,21.916510,22.134726,15.446177,30251486
2012-07-26,22.333965,22.476280,22.229603,22.286528,15.552107,26874997
2012-07-27,22.457306,22.713472,22.305504,22.609108,15.777214,36427294
2012-07-30,22.552181,22.618595,22.362429,22.495256,15.697768,31293998
2012-07-31,22.685009,23.235294,22.675522,22.808350,15.916248,58289467
2012-08-01,22.694496,22.941175,22.514231,22.713472,15.996432,44843379
2012-08-02,22.590134,22.770397,22.419355,22.694496,15.983070,31750169
2012-08-03,22.865274,23.083490,22.855787,23.036053,16.223612,34861155
2012-08-06,22.998102,23.121443,22.960152,23.017078,16.210251,27235465
2012-08-07,22.770397,22.817837,22.514231,22.523720,15.862798,59418618
2012-08-08,22.495256,22.675522,22.485769,22.609108,15.922932,31970982
2012-08-09,22.609108,22.827324,22.504744,22.647058,15.949657,25883921
2012-08-10,22.637571,22.713472,22.533207,22.713472,15.996432,20884167
2012-08-13,22.590134,22.647058,22.447819,22.504744,15.849437,24283633
2012-08-14,22.628082,22.846300,22.609108,22.751423,16.023155,25019009
2012-08-15,22.751423,22.941175,22.741936,22.808350,16.063251,18808946
2012-08-16,22.836811,22.846300,22.609108,22.789373,16.049885,22399503
2012-08-17,22.836811,22.836811,22.457306,22.571157,15.896210,30791556
2012-08-20,22.495256,22.751423,22.495256,22.685009,15.976388,24482417
2012-08-21,22.675522,22.741936,22.438330,22.476280,15.829381,22419212
2012-08-22,22.381405,22.561670,22.381405,22.485769,15.836066,20276114
2012-08-23,22.552181,22.609108,22.485769,22.523720,15.862798,22242140
2012-08-24,22.504744,22.865274,22.504744,22.779886,16.043211,24331274
2012-08-27,22.694496,22.779886,22.647058,22.666035,15.963021,20384676
2012-08-28,22.609108,22.789373,22.599621,22.628082,15.936297,19292627
2012-08-29,22.685009,22.874763,22.580645,22.732449,16.009794,19361558
2012-08-30,22.647058,22.760912,22.590134,22.618595,15.929618,20815657
2012-08-31,22.656546,22.836811,22.533207,22.637571,15.942975,27648317
2012-09-04,22.571157,22.675522,22.523720,22.561670,15.889524,36650110
2012-09-05,22.685009,22.722960,22.504744,22.694496,15.983070,24902015
2012-09-06,22.865274,23.130930,22.855787,23.092979,16.263708,24826232
2012-09-07,23.064516,23.111954,22.893738,22.998102,16.196894,24032676
2012-09-10,22.960152,23.017078,22.865274,22.865274,16.103340,18034783
2012-09-11,22.846300,22.988615,22.827324,22.931688,16.150116,21215544
2012-09-12,22.922201,22.969639,22.836811,22.836811,16.083296,21037735
2012-09-13,22.808350,23.017078,22.628082,23.007589,16.203571,32576927
2012-09-14,22.941175,22.941175,22.419355,22.580645,15.902888,62217093
2012-09-17,22.466793,22.817837,22.466793,22.789373,16.049885,29911993
2012-09-18,22.713472,22.855787,22.685009,22.779886,16.043211,26447917
2012-09-19,22.808350,23.130930,22.789373,22.922201,16.143435,29021890
2012-09-20,22.893738,23.159393,22.808350,23.159393,16.310478,28662054
2012-09-21,23.206831,23.396584,23.140417,23.263758,16.383982,47876158
2012-09-24,23.197344,23.567362,23.197344,23.481974,16.537668,27924676
2012-09-25,23.567362,23.861481,23.529411,23.567362,16.597805,36073782
2012-09-26,23.633776,23.709677,23.519924,23.557875,16.591122,30544498
2012-09-27,23.595825,23.738140,23.586338,23.681213,16.677984,24338230
2012-09-28,23.719166,23.719166,23.491461,23.576851,16.604481,26697082
2012-10-01,23.529411,23.861481,23.529411,23.757116,16.731445,24053123
2012-10-02,23.889942,24.108158,23.690702,23.833017,16.784897,32139622
2012-10-03,23.823528,24.051233,23.757116,24.022770,16.918528,23433582
2012-10-04,24.117647,24.165085,24.013283,24.051233,16.938581,26368340
2012-10-05,24.155598,24.278936,24.070210,24.212524,17.052172,25998386
2012-10-08,24.155598,24.212524,23.918406,24.098673,16.971987,19804660
2012-10-09,24.013283,24.184061,23.965843,24.013283,16.911850,22242246
2012-10-10,24.041746,24.098673,23.728653,23.870968,16.811628,22615362
2012-10-11,23.984819,24.089184,23.719166,23.833017,16.784897,24103821
2012-10-12,23.870968,23.946869,23.747627,23.833017,16.784897,24411062
2012-10-15,23.880455,24.307400,23.851992,24.259962,17.085581,32580194
2012-10-16,24.373814,24.601519,24.335863,24.478178,17.239260,27133544
2012-10-17,24.535105,24.601519,24.402277,24.516129,17.265993,22876332
2012-10-18,24.373814,24.753321,24.364326,24.705881,17.399624,28790748
2012-10-19,24.620493,24.667933,24.288425,24.440228,17.212536,42465660
2012-10-22,24.364326,24.421251,24.070210,24.288425,17.105627,25659735
2012-10-23,24.003796,24.060720,23.738140,23.899431,16.831669,28862736
2012-10-24,23.975332,24.240988,23.918406,24.013283,16.911850,29442647
2012-10-25,24.165085,24.345350,24.060720,24.297913,17.112307,27433512
2012-10-26,24.174574,24.345350,24.079697,24.127134,16.992031,22178163
2012-10-31,24.335863,24.430740,23.586338,23.595825,16.617847,40352495
2012-11-01,23.548388,23.548388,23.140417,23.292219,16.404034,57376598
2012-11-02,23.444023,23.595825,23.292219,23.292219,16.404034,32793734
2012-11-05,23.168880,23.453510,23.168880,23.320683,16.424074,21531428
2012-11-06,23.349146,23.681213,23.311195,23.444023,16.510933,31404246
2012-11-07,23.206831,23.358635,22.760912,22.931688,16.295193,52061276
2012-11-08,22.922201,23.149904,22.789373,22.922201,16.288458,37608196
2012-11-09,22.827324,23.168880,22.789373,22.931688,16.295193,34255000
2012-11-12,22.912712,23.130930,22.789373,22.874763,16.254742,24773005
2012-11-13,22.770397,23.083490,22.628082,22.817837,16.214293,27530796
2012-11-14,22.808350,22.865274,22.523720,22.590134,16.052494,33072096
2012-11-15,22.495256,22.694496,22.343454,22.447819,15.951364,28889191
2012-11-16,22.419355,22.656546,22.400379,22.637571,16.086189,44181888
2012-11-19,22.798861,22.998102,22.647058,22.903227,16.274973,37695151
2012-11-20,22.884251,23.036053,22.703985,23.036053,16.369354,28652674
2012-11-21,23.121443,23.130930,22.960152,23.102467,16.416552,29470789
2012-11-23,23.159393,23.273245,23.121443,23.273245,16.537907,26588415
2012-11-26,23.092979,23.263758,23.064516,23.235294,16.510937,37703793
2012-11-27,23.017078,23.197344,22.979128,23.007589,16.349131,32539826
2012-11-28,22.988615,23.425047,22.912712,23.406073,16.632298,31162248
2012-11-29,23.444023,23.652752,23.444023,23.576851,16.753643,33352881
2012-11-30,23.633776,23.795067,23.453510,23.738140,16.868259,39200895
2012-12-03,23.757116,24.003796,23.719166,23.804554,16.915453,29809333
2012-12-04,23.757116,23.975332,23.738140,23.880455,16.969389,31957385
2012-12-05,23.851992,24.468691,23.851992,24.326376,17.286259,47992731
2012-12-06,24.240988,24.459204,24.212524,24.297913,17.266033,33158418
2012-12-07,24.222012,24.297913,23.870968,24.250475,17.232321,32428840
2012-12-10,24.117647,24.288425,24.060720,24.108158,17.131197,28340795
2012-12-11,24.222012,24.459204,24.212524,24.326376,17.286259,32344941
2012-12-12,24.307400,24.430740,24.136621,24.203035,17.198610,31448725
2012-12-13,24.127134,24.335863,24.032257,24.032257,17.077259,27886837
2012-12-14,23.927895,24.070210,23.861481,23.889942,16.976131,27318415
2012-12-17,23.880455,24.165085,23.861481,24.060720,17.097488,30144084
2012-12-18,24.051233,24.383303,23.975332,24.326376,17.286259,34869904
2012-12-19,24.316889,24.468691,24.022770,24.051233,17.090742,30866706
2012-12-20,24.022770,24.136621,23.956356,24.127134,17.144676,27061450
2012-12-21,24.089184,24.212524,23.766603,23.795067,16.908712,65008507
2012-12-24,23.728653,23.918406,23.719166,23.795067,16.908712,11437376
2012-12-26,23.766603,24.032257,23.757116,23.946869,17.016582,23038332
2012-12-27,23.880455,23.927895,23.538898,23.851992,16.949167,26014512
2012-12-28,23.719166,23.889942,23.605312,23.614801,16.780617,22778837
2012-12-31,23.406073,23.814041,23.368120,23.795067,16.908712,35543831
2013-01-02,24.222012,24.582542,24.032257,24.582542,17.468292,35332399
2013-01-03,24.648956,24.658443,24.250475,24.525618,17.427841,35580300
2013-01-04,24.525618,24.658443,24.440228,24.629980,17.501999,30149565
2013-01-07,24.582542,24.715370,24.449715,24.648956,17.515484,27172015
2013-01-08,24.667933,24.905123,24.648956,24.686907,17.542456,32734078
2013-01-09,24.876659,25.199242,24.848198,25.113852,17.845839,36057551
2013-01-10,25.161289,25.398481,25.037951,25.388994,18.041355,35926433
2013-01-11,25.370020,25.455408,25.142315,25.161289,17.879543,29319856
2013-01-14,25.246679,25.502846,25.189753,25.370020,18.027870,25330360
2013-01-15,25.227703,25.275143,25.142315,25.256166,17.946960,31553914
2013-01-16,25.170778,25.256166,25.142315,25.246679,17.940224,30049856
2013-01-17,25.379507,25.578749,25.265656,25.455408,18.088543,39122372
2013-01-18,25.218216,25.303604,24.990513,25.180265,17.893026,57740228
2013-01-22,25.208729,25.313093,25.066414,25.313093,17.987419,34011315
2013-01-23,25.161289,25.370020,25.094877,25.284630,17.967192,32838951
2013-01-24,25.493359,25.901327,25.464895,25.474382,18.102032,46845030
2013-01-25,25.597723,25.616697,25.388994,25.616697,18.203159,54951871
2013-01-28,25.711575,25.749525,25.464895,25.464895,18.095289,48228194
2013-01-29,25.559772,26.413662,25.464895,26.280834,18.675089,80102314
2013-01-30,26.119545,26.252373,25.986717,26.100569,18.709095,47638060
